user_idx,user_id,movie_id,item_idx,rank,score,strategy
90592,90592,350048,350048,1,5.0226642608957714,quantum_sparse
90592,90592,509464,509464,2,5.0207004206523935,quantum_sparse
90592,90592,233766,233766,3,5.0207004206523935,quantum_sparse
90592,90592,688136,688136,4,5.0207004206523935,quantum_sparse
90592,90592,67362,67362,5,5.0207004206523935,quantum_sparse
90592,90592,536121,536121,6,5.0207004206523935,quantum_sparse
90592,90592,644984,644984,7,5.0207004206523935,quantum_sparse
90592,90592,651654,651654,8,5.0207004206523935,quantum_sparse
90592,90592,114200,114200,9,5.0207004206523935,quantum_sparse
90592,90592,617208,617208,10,5.0207004206523935,quantum_sparse
140356,140356,531604,531604,1,5.0,classical_active
140356,140356,100546,100546,2,5.0,classical_active
140356,140356,712065,712065,3,5.0,classical_active
140356,140356,437450,437450,4,5.0,classical_active
140356,140356,697041,697041,5,5.0,classical_active
140356,140356,693079,693079,6,5.0,classical_active
140356,140356,418016,418016,7,5.0,classical_active
140356,140356,233930,233930,8,5.0,classical_active
140356,140356,509866,509866,9,5.0,classical_active
140356,140356,511276,511276,10,5.0,classical_active
25021,25021,350048,350048,1,5.0226642608957714,quantum_sparse
25021,25021,509464,509464,2,5.0207004206523935,quantum_sparse
25021,25021,233766,233766,3,5.0207004206523935,quantum_sparse
25021,25021,688136,688136,4,5.0207004206523935,quantum_sparse
25021,25021,67362,67362,5,5.0207004206523935,quantum_sparse
25021,25021,536121,536121,6,5.0207004206523935,quantum_sparse
25021,25021,644984,644984,7,5.0207004206523935,quantum_sparse
25021,25021,651654,651654,8,5.0207004206523935,quantum_sparse
25021,25021,114200,114200,9,5.0207004206523935,quantum_sparse
25021,25021,617208,617208,10,5.0207004206523935,quantum_sparse
77916,77916,350048,350048,1,5.0226642608957714,quantum_sparse
77916,77916,509464,509464,2,5.0207004206523935,quantum_sparse
77916,77916,233766,233766,3,5.0207004206523935,quantum_sparse
77916,77916,688136,688136,4,5.0207004206523935,quantum_sparse
77916,77916,67362,67362,5,5.0207004206523935,quantum_sparse
77916,77916,536121,536121,6,5.0207004206523935,quantum_sparse
77916,77916,644984,644984,7,5.0207004206523935,quantum_sparse
77916,77916,651654,651654,8,5.0207004206523935,quantum_sparse
77916,77916,114200,114200,9,5.0207004206523935,quantum_sparse
77916,77916,617208,617208,10,5.0207004206523935,quantum_sparse
18799,18799,350048,350048,1,5.0226642608957714,quantum_sparse
18799,18799,509464,509464,2,5.0207004206523935,quantum_sparse
18799,18799,233766,233766,3,5.0207004206523935,quantum_sparse
18799,18799,688136,688136,4,5.0207004206523935,quantum_sparse
18799,18799,67362,67362,5,5.0207004206523935,quantum_sparse
18799,18799,536121,536121,6,5.0207004206523935,quantum_sparse
18799,18799,644984,644984,7,5.0207004206523935,quantum_sparse
18799,18799,651654,651654,8,5.0207004206523935,quantum_sparse
18799,18799,114200,114200,9,5.0207004206523935,quantum_sparse
18799,18799,617208,617208,10,5.0207004206523935,quantum_sparse
107631,107631,350048,350048,1,5.0226642608957714,quantum_sparse
107631,107631,509464,509464,2,5.0207004206523935,quantum_sparse
107631,107631,233766,233766,3,5.0207004206523935,quantum_sparse
107631,107631,688136,688136,4,5.0207004206523935,quantum_sparse
107631,107631,67362,67362,5,5.0207004206523935,quantum_sparse
107631,107631,536121,536121,6,5.0207004206523935,quantum_sparse
107631,107631,644984,644984,7,5.0207004206523935,quantum_sparse
107631,107631,651654,651654,8,5.0207004206523935,quantum_sparse
107631,107631,114200,114200,9,5.0207004206523935,quantum_sparse
107631,107631,617208,617208,10,5.0207004206523935,quantum_sparse
98307,98307,531604,531604,1,5.0,classical_active
98307,98307,100546,100546,2,5.0,classical_active
98307,98307,712065,712065,3,5.0,classical_active
98307,98307,437450,437450,4,5.0,classical_active
98307,98307,697041,697041,5,5.0,classical_active
98307,98307,693079,693079,6,5.0,classical_active
98307,98307,418016,418016,7,5.0,classical_active
98307,98307,233930,233930,8,5.0,classical_active
98307,98307,509866,509866,9,5.0,classical_active
98307,98307,511276,511276,10,5.0,classical_active
100577,100577,350048,350048,1,5.0226642608957714,quantum_sparse
100577,100577,509464,509464,2,5.0207004206523935,quantum_sparse
100577,100577,233766,233766,3,5.0207004206523935,quantum_sparse
100577,100577,688136,688136,4,5.0207004206523935,quantum_sparse
100577,100577,67362,67362,5,5.0207004206523935,quantum_sparse
100577,100577,536121,536121,6,5.0207004206523935,quantum_sparse
100577,100577,644984,644984,7,5.0207004206523935,quantum_sparse
100577,100577,651654,651654,8,5.0207004206523935,quantum_sparse
100577,100577,114200,114200,9,5.0207004206523935,quantum_sparse
100577,100577,617208,617208,10,5.0207004206523935,quantum_sparse
17925,17925,531604,531604,1,5.0,classical_active
17925,17925,100546,100546,2,5.0,classical_active
17925,17925,712065,712065,3,5.0,classical_active
17925,17925,437450,437450,4,5.0,classical_active
17925,17925,697041,697041,5,5.0,classical_active
17925,17925,693079,693079,6,5.0,classical_active
17925,17925,418016,418016,7,5.0,classical_active
17925,17925,233930,233930,8,5.0,classical_active
17925,17925,509866,509866,9,5.0,classical_active
17925,17925,511276,511276,10,5.0,classical_active
13930,13930,350048,350048,1,5.0226642608957714,quantum_sparse
13930,13930,509464,509464,2,5.0207004206523935,quantum_sparse
13930,13930,233766,233766,3,5.0207004206523935,quantum_sparse
13930,13930,688136,688136,4,5.0207004206523935,quantum_sparse
13930,13930,67362,67362,5,5.0207004206523935,quantum_sparse
13930,13930,536121,536121,6,5.0207004206523935,quantum_sparse
13930,13930,644984,644984,7,5.0207004206523935,quantum_sparse
13930,13930,651654,651654,8,5.0207004206523935,quantum_sparse
13930,13930,114200,114200,9,5.0207004206523935,quantum_sparse
13930,13930,617208,617208,10,5.0207004206523935,quantum_sparse
137402,137402,350048,350048,1,5.0226642608957714,quantum_sparse
137402,137402,509464,509464,2,5.0207004206523935,quantum_sparse
137402,137402,233766,233766,3,5.0207004206523935,quantum_sparse
137402,137402,688136,688136,4,5.0207004206523935,quantum_sparse
137402,137402,67362,67362,5,5.0207004206523935,quantum_sparse
137402,137402,536121,536121,6,5.0207004206523935,quantum_sparse
137402,137402,644984,644984,7,5.0207004206523935,quantum_sparse
137402,137402,651654,651654,8,5.0207004206523935,quantum_sparse
137402,137402,114200,114200,9,5.0207004206523935,quantum_sparse
137402,137402,617208,617208,10,5.0207004206523935,quantum_sparse
49591,49591,531604,531604,1,5.0,classical_active
49591,49591,100546,100546,2,5.0,classical_active
49591,49591,712065,712065,3,5.0,classical_active
49591,49591,437450,437450,4,5.0,classical_active
49591,49591,697041,697041,5,5.0,classical_active
49591,49591,693079,693079,6,5.0,classical_active
49591,49591,418016,418016,7,5.0,classical_active
49591,49591,233930,233930,8,5.0,classical_active
49591,49591,509866,509866,9,5.0,classical_active
49591,49591,511276,511276,10,5.0,classical_active
82854,82854,531604,531604,1,5.0,classical_active
82854,82854,100546,100546,2,5.0,classical_active
82854,82854,712065,712065,3,5.0,classical_active
82854,82854,437450,437450,4,5.0,classical_active
82854,82854,697041,697041,5,5.0,classical_active
82854,82854,693079,693079,6,5.0,classical_active
