user_idx,user_id,movie_id,item_idx,rank,score,strategy
10789,10789,1614,1614,1,5.024819943923087,quantum_sparse
10789,10789,1716,1716,2,5.024819943923087,quantum_sparse
10789,10789,1580,1580,3,5.02421163371227,quantum_sparse
10789,10789,1535,1535,4,5.023935454637425,quantum_sparse
10789,10789,1539,1539,5,5.021913098759276,quantum_sparse
10789,10789,1666,1666,6,5.016823151931493,quantum_sparse
10789,10789,1568,1568,7,5.017328193074849,quantum_sparse
10789,10789,1440,1440,8,5.018842200688227,quantum_sparse
10789,10789,1542,1542,9,5.0197612376438006,quantum_sparse
10789,10789,1749,1749,10,5.0235502484209205,quantum_sparse
142473,142473,1614,1614,1,5.024819943923087,quantum_sparse
142473,142473,1716,1716,2,5.024819943923087,quantum_sparse
142473,142473,1580,1580,3,5.02421163371227,quantum_sparse
142473,142473,1535,1535,4,5.023935454637425,quantum_sparse
142473,142473,1539,1539,5,5.021913098759276,quantum_sparse
142473,142473,1666,1666,6,5.016823151931493,quantum_sparse
142473,142473,1568,1568,7,5.017328193074849,quantum_sparse
142473,142473,1440,1440,8,5.018842200688227,quantum_sparse
142473,142473,1542,1542,9,5.0197612376438006,quantum_sparse
142473,142473,1749,1749,10,5.0235502484209205,quantum_sparse
220092,220092,1614,1614,1,5.024819943923087,quantum_sparse
220092,220092,1716,1716,2,5.024819943923087,quantum_sparse
220092,220092,1580,1580,3,5.02421163371227,quantum_sparse
220092,220092,1535,1535,4,5.023935454637425,quantum_sparse
220092,220092,1539,1539,5,5.021913098759276,quantum_sparse
220092,220092,1666,1666,6,5.016823151931493,quantum_sparse
220092,220092,1568,1568,7,5.017328193074849,quantum_sparse
220092,220092,1440,1440,8,5.018842200688227,quantum_sparse
220092,220092,1542,1542,9,5.0197612376438006,quantum_sparse
220092,220092,1749,1749,10,5.0235502484209205,quantum_sparse
426846,426846,1614,1614,1,5.024819943923087,quantum_sparse
426846,426846,1716,1716,2,5.024819943923087,quantum_sparse
426846,426846,1580,1580,3,5.02421163371227,quantum_sparse
426846,426846,1535,1535,4,5.023935454637425,quantum_sparse
426846,426846,1539,1539,5,5.021913098759276,quantum_sparse
426846,426846,1666,1666,6,5.016823151931493,quantum_sparse
426846,426846,1568,1568,7,5.017328193074849,quantum_sparse
426846,426846,1440,1440,8,5.018842200688227,quantum_sparse
426846,426846,1542,1542,9,5.0197612376438006,quantum_sparse
426846,426846,1749,1749,10,5.0235502484209205,quantum_sparse
263963,263963,1614,1614,1,5.024819943923087,quantum_sparse
263963,263963,1716,1716,2,5.024819943923087,quantum_sparse
263963,263963,1580,1580,3,5.02421163371227,quantum_sparse
263963,263963,1535,1535,4,5.023935454637425,quantum_sparse
263963,263963,1539,1539,5,5.021913098759276,quantum_sparse
263963,263963,1666,1666,6,5.016823151931493,quantum_sparse
263963,263963,1568,1568,7,5.017328193074849,quantum_sparse
263963,263963,1440,1440,8,5.018842200688227,quantum_sparse
263963,263963,1542,1542,9,5.0197612376438006,quantum_sparse
263963,263963,1749,1749,10,5.0235502484209205,quantum_sparse
276270,276270,1614,1614,1,5.024819943923087,quantum_sparse
276270,276270,1716,1716,2,5.024819943923087,quantum_sparse
276270,276270,1580,1580,3,5.02421163371227,quantum_sparse
276270,276270,1535,1535,4,5.023935454637425,quantum_sparse
276270,276270,1539,1539,5,5.021913098759276,quantum_sparse
