term_idx,term_name,nnz_items,sum_tfidf,avg_tfidf_when_present
1221,tfidf_term_01221,29433,6517.3876953125,0.22143130823607854
1405,tfidf_term_01405,24416,11572.865234375,0.47398694439609274
1216,tfidf_term_01216,24416,11372.0830078125,0.46576355700411615
447,tfidf_term_00447,12582,1592.453857421875,0.12656603540151606
374,tfidf_term_00374,10415,1416.92333984375,0.13604640805028806
1175,tfidf_term_01175,10354,1288.06591796875,0.12440273497863144
564,tfidf_term_00564,9143,877.8805541992188,0.09601668535483088
437,tfidf_term_00437,8933,1109.084716796875,0.1241559069514021
756,tfidf_term_00756,8231,1168.2283935546875,0.14193031145118304
813,tfidf_term_00813,8116,907.8994140625,0.1118653787657097
604,tfidf_term_00604,7497,717.0336303710938,0.09564274114593754
296,tfidf_term_00296,7443,848.6343383789062,0.1140177802470652
1164,tfidf_term_01164,7356,1001.5479125976562,0.1361538761008233
798,tfidf_term_00798,6854,775.7478637695312,0.11318177177845509
761,tfidf_term_00761,6582,813.4727172851562,0.12359050703208087
891,tfidf_term_00891,6507,761.66259765625,0.11705280431170278
699,tfidf_term_00699,6468,645.0209350585938,0.09972494357739545
1431,tfidf_term_01431,6320,3093.150390625,0.48942253016218357
1066,tfidf_term_01066,6140,588.4148559570312,0.09583303842948392
542,tfidf_term_00542,5869,711.7354736328125,0.12127031413065471
695,tfidf_term_00695,5606,683.4278564453125,0.12191007071803647
239,tfidf_term_00239,5454,563.5489501953125,0.10332764029983728
716,tfidf_term_00716,5362,551.4268188476562,0.10283976479814551
1160,tfidf_term_01160,5125,583.0384521484375,0.11376360041920731
728,tfidf_term_00728,4508,567.833984375,0.12596139848602483
1105,tfidf_term_01105,4454,459.77008056640625,0.10322633151468483
323,tfidf_term_00323,4442,567.4736328125,0.12775183088980188
1180,tfidf_term_01180,4384,597.836669921875,0.13636785354057368
119,tfidf_term_00119,4323,450.6800842285156,0.10425169655991572
97,tfidf_term_00097,4193,404.4683532714844,0.09646276014106472
1426,tfidf_term_01426,4128,2020.6578369140625,0.48950044498887174
888,tfidf_term_00888,4120,415.8910827636719,0.10094443756399803
299,tfidf_term_00299,3975,521.7608032226562,0.13126057942708333
908,tfidf_term_00908,3942,469.0622253417969,0.11899092474424071
1172,tfidf_term_01172,3934,463.9134826660156,0.11792411862379655
372,tfidf_term_00372,3918,458.17889404296875,0.11694203523301908
810,tfidf_term_00810,3800,433.50732421875,0.1140808747944079
126,tfidf_term_00126,3796,405.93408203125,0.10693732403352213
265,tfidf_term_00265,3787,407.8977355957031,0.10770999091515794
557,tfidf_term_00557,3758,478.0125427246094,0.12719865426413235
52,tfidf_term_00052,3735,433.2662658691406,0.11600167760887299
546,tfidf_term_00546,3689,402.32110595703125,0.10905966548035545
840,tfidf_term_00840,3679,442.4004821777344,0.12025019901542114
388,tfidf_term_00388,3674,507.17584228515625,0.13804459506944916
1135,tfidf_term_01135,3642,614.6705932617188,0.16877281528328356
273,tfidf_term_00273,3498,345.10565185546875,0.09865799081059713
354,tfidf_term_00354,3477,443.6114196777344,0.12758453255039814
1193,tfidf_term_01193,3447,368.6693115234375,0.1069536732008812
616,tfidf_term_00616,3432,362.4015808105469,0.1055948662035393
694,tfidf_term_00694,3300,359.37823486328125,0.10890249541311553
757,tfidf_term_00757,3296,534.1527099609375,0.16206089501242035
444,tfidf_term_00444,3237,357.3436584472656,0.11039346878197888
1106,tfidf_term_01106,3153,340.4407043457031,0.10797358209505332
244,tfidf_term_00244,3122,348.7203674316406,0.11169774741564402
83,tfidf_term_00083,3078,333.2999572753906,0.10828458650922372
958,tfidf_term_00958,3054,381.2544860839844,0.12483774920890124
335,tfidf_term_00335,2990,429.425048828125,0.14362041766826922
40,tfidf_term_00040,2939,321.1133117675781,0.10925937794065264
726,tfidf_term_00726,2925,326.6463623046875,0.11167397001869658
890,tfidf_term_00890,2909,317.58892822265625,0.10917460578296881
873,tfidf_term_00873,2893,460.0319519042969,0.15901553816256372
860,tfidf_term_00860,2853,320.9341125488281,0.11249004996453843
751,tfidf_term_00751,2844,364.733154296875,0.12824653807906997
1100,tfidf_term_01100,2770,390.35357666015625,0.14092186883038132
650,tfidf_term_00650,2764,284.8907775878906,0.10307191663816592
473,tfidf_term_00473,2761,331.3150329589844,0.11999820099926997
409,tfidf_term_00409,2752,482.3824768066406,0.17528433023497117
1127,tfidf_term_01127,2749,534.3846435546875,0.19439237670232357
319,tfidf_term_00319,2698,371.7924499511719,0.13780298367352553
684,tfidf_term_00684,2678,293.0572509765625,0.10943138572687174
701,tfidf_term_00701,2622,356.020263671875,0.13578194648050151
285,tfidf_term_00285,2610,648.2824096679688,0.2483840650068846
1074,tfidf_term_01074,2608,280.2799072265625,0.10746928958073715
679,tfidf_term_00679,2589,296.7934875488281,0.11463634127030828
945,tfidf_term_00945,2584,328.2904357910156,0.12704738227206486
631,tfidf_term_00631,2542,331.6443176269531,0.13046589993192492
835,tfidf_term_00835,2484,257.13330078125,0.10351582157055153
1037,tfidf_term_01037,2480,258.31085205078125,0.10415760163337953
1485,tfidf_term_01485,2429,1643.099365234375,0.6764509531635962
1191,tfidf_term_01191,2422,261.9468078613281,0.10815309986016851
867,tfidf_term_00867,2416,296.70892333984375,0.12280998482609427
1138,tfidf_term_01138,2411,264.30047607421875,0.10962276071099906
383,tfidf_term_00383,2408,355.9390563964844,0.1478152227560151
646,tfidf_term_00646,2403,390.4761047363281,0.16249525790109368
276,tfidf_term_00276,2394,398.37408447265625,0.1664052149008589
233,tfidf_term_00233,2372,373.5374755859375,0.15747785648648294
1427,tfidf_term_01427,2353,1183.7755126953125,0.503092015595118
1264,tfidf_term_01264,2353,1069.155517578125,0.4543797354773162
1401,tfidf_term_01401,2353,980.2929077148438,0.4166140704270479
845,tfidf_term_00845,2353,283.0828857421875,0.12030721875996069
641,tfidf_term_00641,2348,356.26458740234375,0.1517310849243372
394,tfidf_term_00394,2334,295.4450988769531,0.12658316147255919
1167,tfidf_term_01167,2331,386.4056091308594,0.16576817208531075
834,tfidf_term_00834,2326,267.648193359375,0.11506801090256878
869,tfidf_term_00869,2316,246.86569213867188,0.10659140420495332
562,tfidf_term_00562,2314,298.9231262207031,0.12918026197956056
368,tfidf_term_00368,2269,607.68212890625,0.26781936046992066
883,tfidf_term_00883,2258,290.6335754394531,0.12871283234696773
682,tfidf_term_00682,2234,248.31100463867188,0.11115085256878778
352,tfidf_term_00352,2226,259.44873046875,0.11655378727257412
725,tfidf_term_00725,2220,271.3604736328125,0.12223444758234797
778,tfidf_term_00778,2210,292.755859375,0.13246871464932128
396,tfidf_term_00396,2173,324.02471923828125,0.14911399872907558
1286,tfidf_term_01286,2172,1135.1688232421875,0.5226375797615964
231,tfidf_term_00231,2144,294.222412109375,0.13723060266295475
329,tfidf_term_00329,2126,348.7726135253906,0.16405108820573405
1023,tfidf_term_01023,2094,442.2574768066406,0.21120223343201558
1057,tfidf_term_01057,2083,319.1931457519531,0.1532372279174043
261,tfidf_term_00261,2042,517.1133422851562,0.25323865929733413
624,tfidf_term_00624,2005,229.15377807617188,0.11429116113524782
200,tfidf_term_00200,2002,226.77618408203125,0.11327481722379183
978,tfidf_term_00978,1975,243.74502563476562,0.12341520285304589
